Smiles,Standard Value,Standardized Smiles
CCn1cc(Nc2ncc(C(N)=O)c(NCC(C)C)n2)cn1,4.58,CCn1cc(Nc2ncc(C(N)=O)c(NCC(C)C)n2)cn1
CCn1cc(Nc2ncc(C(N)=O)c(NCCC(C)(C)C)n2)cn1,1.65,CCn1cc(Nc2ncc(C(N)=O)c(NCCC(C)(C)C)n2)cn1
CCn1cc(Nc2ncc(C(N)=O)c(NCC3CC3)n2)cn1,10.1,CCn1cc(Nc2ncc(C(N)=O)c(NCC3CC3)n2)cn1
COc1cccc(NC(=O)N2CCC(N3CC(CC#N)(n4cc(-c5ncnc6[nH]ccc56)cn4)C3)CC2)c1,30.0,COc1cccc(NC(=O)N2CCC(N3CC(CC#N)(n4cc(-c5ncnc6[nH]ccc56)cn4)C3)CC2)c1
COC(=O)c1ccc2c(c1)[nH]c1c(C(N)=O)cc(-c3cccc(OC)c3)cc12,310.0,COC(=O)c1ccc2c(c1)[nH]c1c(C(N)=O)cc(-c3cccc(OC)c3)cc12
Cc1cc(-c2cc3ncccc3c(-c3ccn(C4(CC#N)CN(CC(F)(F)F)C4)n3)n2)ccn1,634.0,Cc1cc(-c2cc3ncccc3c(-c3ccn(C4(CC#N)CN(CC(F)(F)F)C4)n3)n2)ccn1
Cn1cc(-c2cc3ncccc3c(-c3ccn(C4(CC#N)CC(C#N)C4)n3)n2)c(CO)n1,34.0,Cn1cc(-c2cc3ncccc3c(-c3ccn(C4(CC#N)CC(C#N)C4)n3)n2)c(CO)n1
Cn1cc(-c2cc3ncccc3c(-c3ccn(C4(CC#N)CN(S(C)(=O)=O)C4)n3)n2)c(N)n1,21.0,Cn1cc(-c2cc3ncccc3c(-c3ccn(C4(CC#N)CN(S(C)(=O)=O)C4)n3)n2)c(N)n1
COCCn1cc(Cc2ncc(C(N)=O)c(NCc3c(F)cccc3F)n2)cn1,1.27,COCCn1cc(Cc2ncc(C(N)=O)c(NCc3c(F)cccc3F)n2)cn1
CCNC(=O)c1ccc(Nc2ncc(F)c(N3CC4CC(C3)N4C(=O)C(C)(F)F)n2)cc1C,2214.0,CCNC(=O)c1ccc(Nc2ncc(F)c(N3CC4CC(C3)N4C(=O)C(C)(F)F)n2)cc1C
CNC(=O)c1ncc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4C(=O)[C@@H]3C[C@H]3C#N)n2)cc1Cl,401.0,CNC(=O)c1ncc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4C(=O)C3C[C@H]3C#N)n2)cc1Cl
Clc1nc(NCc2ccccn2)c2c(-c3ccccc3)cccc2n1,17790.0,Clc1nc(NCc2ccccn2)c2c(-c3ccccc3)cccc2n1
COc1ccc(F)c(-c2nc3c(NCC4CCNCC4)c(Cl)cnc3[nH]2)c1,13100.0,COc1ccc(F)c(-c2nc3c(NCC4CCNCC4)c(Cl)cnc3[nH]2)c1
COCCN1CCN([C@H](C)C(=O)Nc2cccc3c(-c4nc(Nc5cn(C)nc5OC)ncc4F)c[nH]c23)CC1,26800.0,COCCN1CCN(C(C)C(=O)Nc2cccc3c(-c4nc(Nc5cn(C)nc5OC)ncc4F)c[nH]c23)CC1
COc1nn(C)cc1Nc1ncc(F)c(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(C)[C@@H](C)C4)cccc23)n1,10400.0,COc1nn(C)cc1Nc1ncc(F)c(-c2c[nH]c3c(NC(=O)C(C)N4CCN(C)[C@@H](C)C4)cccc23)n1
N#C[C@H]1CCCCC1n1cc(C(N)=O)c(Nc2ccccc2)n1,30.0,N#C[C@H]1CCCCC1n1cc(C(N)=O)c(Nc2ccccc2)n1
CS(=O)(=O)N1CC(CC#N)(n2ncc(-c3cc(-c4c[nH]c5nccc-5c4)cc4ncccc34)n2)C1,5529.0,CS(=O)(=O)N1CC(CC#N)(n2ncc(-c3cc(-c4cnc5[nH]ccc5c4)cc4ncccc34)n2)C1
N#C[C@H]1CCCCC1n1cc(C(N)=O)c(Nc2ccc3c(c2)CCC(=O)N3)n1,8.0,N#C[C@H]1CCCCC1n1cc(C(N)=O)c(Nc2ccc3c(c2)CCC(=O)N3)n1
CNC(=O)c1ncc(Nc2ncc(F)c(N3C[C@H]4[C@@H](C)[C@@]4(NC(=O)C4CC4)C3)n2)cc1C,4253.0,CNC(=O)c1ncc(Nc2ncc(F)c(N3C[C@H]4[C@@H](C)[C@@]4(NC(=O)C4CC4)C3)n2)cc1C
CN1CCN(c2nc3c(NCc4cccc([N+](=O)[O-])c4)cccn3n2)CC1,9999.0,CN1CCN(c2nc3c(NCc4cccc([N+](=O)[O-])c4)cccn3n2)CC1
N#C[C@@H]1C[C@H](C(=O)NC(C2CC2)C2CC2)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,169.0,N#C[C@@H]1CC(C(=O)NC(C2CC2)C2CC2)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1
Cn1c(=O)n(-c2cccc(-c3c(F)cc(C(N)=O)c4[nH]c5cc(C(C)(C)O)ccc5c34)c2Cl)c(=O)c2cccc(F)c21,1900.0,Cn1c(=O)n(-c2cccc(-c3c(F)cc(C(N)=O)c4[nH]c5cc(C(C)(C)O)ccc5c34)c2Cl)c(=O)c2cccc(F)c21
Cc1cc(C(N)=O)c2[nH]c3cc(C(C)(C)O)ccc3c2c1-c1cccc(-n2c(=O)cc3c(Cl)cccn3c2=O)c1C,800.0,Cc1cc(C(N)=O)c2[nH]c3cc(C(C)(C)O)ccc3c2c1-c1cccc(-n2c(=O)cc3c(Cl)cccn3c2=O)c1C
Cc1ccc(F)c(CNc2nc(Nc3cnn(CCO)c3)ncc2C(N)=O)c1F,0.78,Cc1ccc(F)c(CNc2nc(Nc3cnn(CCO)c3)ncc2C(N)=O)c1F
NC(=O)c1cnc(Nc2cnn(CCO)c2)nc1NCc1c(F)ccc(F)c1Cl,0.77,NC(=O)c1cnc(Nc2cnn(CCO)c2)nc1NCc1c(F)ccc(F)c1Cl
CN1C(=O)N(c2ccc(C(=O)O)cc2)Cc2c1cnc1[nH]c(-c3ccc(CN4CCC(S(C)(=O)=O)CC4)cc3)c(-c3ccn(C)c3)c21,1750.0,CN1C(=O)N(c2ccc(C(=O)O)cc2)Cc2c1cnc1[nH]c(-c3ccc(CN4CCC(S(C)(=O)=O)CC4)cc3)c(-c3ccn(C)c3)c21
Cn1cc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4C(=O)NCCC#N)n2)cn1,262.0,Cn1cc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4C(=O)NCCC#N)n2)cn1
O=C(C1CC1)N1[C@@H]2CC[C@H]1CN(c1ccnc(Nc3cn[nH]c3)n1)C2,614.0,O=C(C1CC1)N1[C@@H]2CC[C@H]1CN(c1ccnc(Nc3cn[nH]c3)n1)C2
CNC(=O)c1ncc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4CC3(C)COC3)n2)cc1C,29.0,CNC(=O)c1ncc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4CC3(C)COC3)n2)cc1C
CNC(=O)c1ncc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4[C@H]3C[C@H](C#N)C3)n2)cc1C,44.0,CNC(=O)c1ncc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4[C@H]3C[C@H](C#N)C3)n2)cc1C
CS(=O)(=O)c1ccc(Nc2oc(-c3c(F)cc(F)cc3F)nc2C(N)=O)cc1,412.0,CS(=O)(=O)c1ccc(Nc2oc(-c3c(F)cc(F)cc3F)nc2C(N)=O)cc1
NC(=O)c1nc(-c2c(F)cccc2F)oc1Nc1ccc(C(=O)NC2CCNC2)cc1,182.0,NC(=O)c1nc(-c2c(F)cccc2F)oc1Nc1ccc(C(=O)NC2CCNC2)cc1
CCc1cc(O)c(F)cc1-c1cc(N)c(C=N)c(NCc2ccccc2N(C)S(C)(=O)=O)n1,5.0,CCc1cc(O)c(F)cc1-c1cc(N)c(C=N)c(NCc2ccccc2N(C)S(C)(=O)=O)n1
CN(c1cc2cn[nH]c2cn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.055,CN(c1cc2c[nH]nc2cn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1
CN(c1ccc(S(=O)(=O)NC2CC2)cn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.055,CN(c1ccc(S(=O)(=O)NC2CC2)cn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1
CN(c1ccc(S(=O)(=O)NC[C@@H]2CCCO2)cn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,0.055,CN(c1ccc(S(=O)(=O)NC[C@@H]2CCCO2)cn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1
Cc1cc(N(C)[C@@H]2CCN(c3ncnc4[nH]ccc34)C2)ncc1[N+](=O)[O-],0.55,Cc1cc(N(C)[C@@H]2CCN(c3ncnc4[nH]ccc34)C2)ncc1[N+](=O)[O-]
CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,78.0,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12
CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,2.0,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12
NC(=O)c1cnc(N2CCCCC2)c2c1[nH]c1ccc(F)cc12,190.0,NC(=O)c1cnc(N2CCCCC2)c2c1[nH]c1ccc(F)cc12
C[C@H](Nc1ccc(C(N)=O)c2[nH]c3cc(-c4ccc(N)nn4)ccc3c12)C(C)(C)C,10.0,C[C@H](Nc1ccc(C(N)=O)c2[nH]c3cc(-c4ccc(N)nn4)ccc3c12)C(C)(C)C
COc1cc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cnc1OC,0.225,COc1cc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cnc1OC
COc1cc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cnc1C,0.18,COc1cc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cnc1C
N#Cc1ccc(NC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,42.0,N#Cc1ccc(NC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1
NC(=O)c1cc(-c2ccccc2)sc1Nc1cc(F)ccn1,227.0,NC(=O)c1cc(-c2ccccc2)sc1Nc1cc(F)ccn1
c1cncc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)c1,2000.0,c1cncc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)c1
N#CCC1(n2ncc(-c3cc(-c4cc[nH]n4)cc4ncccc34)n2)CN(S(=O)(=O)C2CC2)C1,252.0,N#CCC1(n2ncc(-c3cc(-c4cc[nH]n4)cc4ncccc34)n2)CN(S(=O)(=O)C2CC2)C1
N[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,220.0,N[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1
Cc1n[nH]c(C(=O)N2CC[C@H](Oc3ccc(-c4ncnc(Nc5ccc(N6CCN(C7COC7)CC6)cc5)n4)cc3C#N)[C@H](F)C2)n1,90000.0,Cc1n[nH]c(C(=O)N2CC[C@H](Oc3ccc(-c4ncnc(Nc5ccc(N6CCN(C7COC7)CC6)cc5)n4)cc3C#N)[C@H](F)C2)n1
N#Cc1cc(-c2ncnc(Nc3cnn(C(F)F)c3)n2)ccc1O[C@H]1CCC(C(=O)[C@@H](O)CO)C[C@H]1F,966000.0,N#Cc1cc(-c2ncnc(Nc3cnn(C(F)F)c3)n2)ccc1O[C@H]1CCC(C(=O)C(O)CO)C[C@H]1F
C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,1.2,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12
C[C@H](NC(=O)c1ccc(N2CC(CC#N)(n3cc(-c4ncnc5[nH]ccc45)cn3)C2)cc1F)C(F)(F)F,25.0,C[C@H](NC(=O)c1ccc(N2CC(CC#N)(n3cc(-c4ncnc5[nH]ccc45)cn3)C2)cc1F)C(F)(F)F
Clc1ccc(C2(NC[C@H]3CC[C@H](c4nnn5cnc6[nH]ccc6c45)CC3)COC2)cc1,12.0,Clc1ccc(C2(NC[C@H]3CC[C@H](c4nnn5cnc6[nH]ccc6c45)CC3)COC2)cc1
CN1CCN(c2ccc(Nc3ncnc(-c4ccc(OC5CCOCC5)c(C#N)c4)n3)cc2)CC1,162000.0,CN1CCN(c2ccc(Nc3ncnc(-c4ccc(OC5CCOCC5)c(C#N)c4)n3)cc2)CC1
c1cc2c(ncn3nnc([C@H]4CC[C@H](CNC5COC5)CC4)c23)[nH]1,120.0,c1cc2c(ncn3nnc([C@H]4CC[C@H](CNC5COC5)CC4)c23)[nH]1
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2cnccc2C(F)(F)F)C1,0.464,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2cnccc2C(F)(F)F)C1
CC(C)(C)OC(=O)NCc1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](CC#N)CC1,77.9,CC(C)(C)OC(=O)NCc1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](CC#N)CC1
C[S@](=O)(=NCc1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](CC#N)CC1)c1ccccc1,113.0,C[S@](=O)(=NCc1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](CC#N)CC1)c1ccccc1
C#Cc1ccc(C(=O)c2ccc(CCc3nc4cnc5[nH]ccc5c4n3[C@H]3CC[C@H](CC#N)CC3)cc2)cc1,80.9,C#Cc1ccc(C(=O)c2ccc(CCc3nc4cnc5[nH]ccc5c4n3[C@H]3CC[C@H](CC#N)CC3)cc2)cc1
CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,120.0,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12
C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,28.0,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12
C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,148.0,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12
C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,25.0,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12
C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,42.0,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12
N#CC[C@H]1CC[C@H](n2c(CC(=O)N3CCCC3)nc3cnc4[nH]ccc4c32)CC1,43.5,N#CC[C@H]1CC[C@H](n2c(CC(=O)N3CCCC3)nc3cnc4[nH]ccc4c32)CC1
N#CC[C@H]1CC[C@H](n2c(CC(=O)NCc3ccncn3)nc3cnc4[nH]ccc4c32)CC1,1.8,N#CC[C@H]1CC[C@H](n2c(CC(=O)NCc3ccncn3)nc3cnc4[nH]ccc4c32)CC1
N#CC[C@H]1CC[C@H](n2c(CC(=O)N3CCC(N4CCOCC4)CC3)nc3cnc4[nH]ccc4c32)CC1,6.1,N#CC[C@H]1CC[C@H](n2c(CC(=O)N3CCC(N4CCOCC4)CC3)nc3cnc4[nH]ccc4c32)CC1
CCC(CC)n1cc(-c2nc(-c3cnn([C@@H]4CCC[C@H]4O)c3)cn3nccc23)cn1,55.0,CCC(CC)n1cc(-c2nc(-c3cnn([C@@H]4CCC[C@H]4O)c3)cn3nccc23)cn1
Cn1cc(F)cc([C@H]2CCCN2c2ccn3ncc(C(=O)NC4CCC4)c3n2)c1=O,666.0,Cn1cc(F)cc([C@H]2CCCN2c2ccn3ncc(C(=O)NC4CCC4)c3n2)c1=O
O=C(O)CC1CCN(c2nc(Nc3ccc(CN4CCNCC4)cc3)c3c(=O)[nH]ncc3n2)CC1,75.0,O=C(O)CC1CCN(c2nc(Nc3ccc(CN4CCNCC4)cc3)c3c(=O)[nH]ncc3n2)CC1
COc1nn(C)cc1Nc1ncc(Cl)c(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(C)CC4)cccc23)n1,1760.0,COc1nn(C)cc1Nc1ncc(Cl)c(-c2c[nH]c3c(NC(=O)C(C)N4CCN(C)CC4)cccc23)n1
COC[C@H](C(=O)Nc1cccc2c(-c3nc(Nc4cn(C)nc4C)ncc3F)c[nH]c12)N1CCN(C)CC1,322.0,COCC(C(=O)Nc1cccc2c(-c3nc(Nc4cn(C)nc4C)ncc3F)c[nH]c12)N1CCN(C)CC1
N#CCC1(n2cc(-c3c(C#N)cnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)c3ccc(C#N)cc3F)CC2)C1,30.0,N#CCC1(n2cc(-c3c(C#N)cnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)c3ccc(C#N)cc3F)CC2)C1
Cc1ccc(NCc2ccc(-c3cccc4nc(NC(=O)C5CC5)nn34)cc2)c(F)c1,300.0,Cc1ccc(NCc2ccc(-c3cccc4nc(NC(=O)C5CC5)nn34)cc2)c(F)c1
O=C(NCCCc1ccccc1)c1ccc(-c2cccc3nc(NC(=O)C4CC4)nn23)cc1,300.0,O=C(NCCCc1ccccc1)c1ccc(-c2cccc3nc(NC(=O)C4CC4)nn23)cc1
O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,25.0,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1
Cn1cc(-c2cn3nccc3c(-c3cnn([C@]4(CC#N)C[C@@H](C#N)C4)c3)n2)nn1,444.0,Cn1cc(-c2cn3nccc3c(-c3cnn([C@]4(CC#N)C[C@@H](C#N)C4)c3)n2)nn1
N#CCC1CCN(c2nc(Nc3ccc(CCCN4CCNCC4)cc3)c3c(=O)[nH]ncc3n2)CC1,30.0,N#CCC1CCN(c2nc(Nc3ccc(CCCN4CCNCC4)cc3)c3c(=O)[nH]ncc3n2)CC1
O=C(Nc1cn2c(-c3ccc(NS(=O)(=O)C4CC4)cc3)cccc2n1)C1CC1,750.0,O=C(Nc1cn2c(-c3ccc(NS(=O)(=O)C4CC4)cc3)cccc2n1)C1CC1
CN(C)Cc1cc(C(=O)N2CCC(N3CC(CC#N)(n4cc(-c5ncnc6[nH]ccc56)cn4)C3)CC2)nc(C(F)(F)F)n1,75.0,CN(C)Cc1cc(C(=O)N2CCC(N3CC(CC#N)(n4cc(-c5ncnc6[nH]ccc56)cn4)C3)CC2)nc(C(F)(F)F)n1
O=C(N[C@H]1CC2CCC1C2)c1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12,156.0,O=C(N[C@H]1CC2CCC1C2)c1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12
O=C(N[C@H]1CC[C@H](O)CC1)c1cnn2ccc(N3CCC[C@@H]3c3cccc(F)c3)nc12,278.0,O=C(N[C@H]1CC[C@H](O)CC1)c1cnn2ccc(N3CCC[C@@H]3c3cccc(F)c3)nc12
CCC(CC)n1cc(-c2nc(-c3cnn(CCS(C)(=O)=O)c3)cn3nccc23)cn1,55.0,CCC(CC)n1cc(-c2nc(-c3cnn(CCS(C)(=O)=O)c3)cn3nccc23)cn1
CCC(CC)n1cc(-c2nc(-c3cnn(CC(O)CO)c3)cn3nccc23)cn1,55.0,CCC(CC)n1cc(-c2nc(-c3cnn(CC(O)CO)c3)cn3nccc23)cn1
C[C@H](NCC(F)(F)F)c1ccc(Nc2nn([C@H]3CCCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1,450.0,C[C@H](NCC(F)(F)F)c1ccc(Nc2nn([C@H]3CCCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1
N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(c2cnc(C(=O)NC3(C(F)(F)F)CC3)cn2)C1,25.0,N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(c2cnc(C(=O)NC3(C(F)(F)F)CC3)cn2)C1
CC(O)(c1ccc(Nc2nn([C@H]3CCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1)C(F)(F)F,660.0,CC(O)(c1ccc(Nc2nn([C@H]3CCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1)C(F)(F)F
C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,4.0,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12
CCC(CC)n1cc(-c2nc(-c3cnn(C4CN(C(=O)C5CC(O)C5)C4)c3)cn3nccc23)cn1,55.0,CCC(CC)n1cc(-c2nc(-c3cnn(C4CN(C(=O)C5CC(O)C5)C4)c3)cn3nccc23)cn1
CCC(CC)n1cc(-c2nc(-c3cnn(C4CN(C(=O)CN5CC(O)C5)C4)c3)cn3nccc23)cn1,550.0,CCC(CC)n1cc(-c2nc(-c3cnn(C4CN(C(=O)CN5CC(O)C5)C4)c3)cn3nccc23)cn1
Cn1c(C(N)=O)cc2c(-c3ccc(NC(=O)C(C)(C)C)cc3)ncnc21,910.0,Cn1c(C(N)=O)cc2c(-c3ccc(NC(=O)C(C)(C)C)cc3)ncnc21
CC(C)(C)OC(=O)N1[C@@H]2CC[C@H]1C[C@H](c1ccc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)cc1)C2,6500.0,CC(C)(C)OC(=O)N1[C@@H]2CC[C@H]1C[C@H](c1ccc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)cc1)C2
CC(C)(C)S(=O)(=O)c1ccc(Nc2nn([C@H]3CCCCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1,8600.0,CC(C)(C)S(=O)(=O)c1ccc(Nc2nn([C@H]3CCCCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1
COC[C@@H](C)Oc1nc(-c2cnn3ccccc23)nc(N[C@@H]2CCCN(C(=O)CO)C2)c1F,7.0,COC[C@@H](C)Oc1nc(-c2cnn3ccccc23)nc(N[C@@H]2CCCN(C(=O)CO)C2)c1F
N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)c3cc(F)c(F)c(F)c3)CC2)C1,12.5,N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)c3cc(F)c(F)c(F)c3)CC2)C1
N#CC[C@H]1CC[C@H](n2c(CO/N=C(\N)C34CC5CC(CC(C5)C3)C4)nc3cnc4[nH]ccc4c32)CC1,21.2,N#CC[C@H]1CC[C@H](n2c(CON=C(N)C34CC5CC(CC(C5)C3)C4)nc3cnc4[nH]ccc4c32)CC1
CCCCN(C)S(=O)(=O)C[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,886.0,CCCCN(C)S(=O)(=O)C[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1
C[C@H](CO)c1ccc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4C(=O)C3CC3(F)F)n2)cn1,80.0,CC(CO)c1ccc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4C(=O)C3CC3(F)F)n2)cn1
CC(C)NC(=O)c1cnc(N2CC(CC#N)(n3cc(-c4ccnc5[nH]ccc45)cn3)C2)cn1,25.0,CC(C)NC(=O)c1cnc(N2CC(CC#N)(n3cc(-c4ccnc5[nH]ccc45)cn3)C2)cn1
C[C@H](NC(=O)c1cnc(N2CC(CC#N)(n3cc(-c4ccnc5[nH]ccc45)cn3)C2)cn1)C(F)(F)F,25.0,C[C@H](NC(=O)c1cnc(N2CC(CC#N)(n3cc(-c4ccnc5[nH]ccc45)cn3)C2)cn1)C(F)(F)F
CCn1cc(Nc2ncc(C)c(-c3c[nH]c4c(NC(=O)[C@@H](C)N5CCN(C)CC5)cccc34)n2)c(OC)n1,8850.0,CCn1cc(Nc2ncc(C)c(-c3c[nH]c4c(NC(=O)C(C)N5CCN(C)CC5)cccc34)n2)c(OC)n1
CCC(CC)n1cc(-c2nc(-c3cnn(C4CN(C(=O)CN5CC(O)C5)C4)c3)cn3nccc23)cn1,55.0,CCC(CC)n1cc(-c2nc(-c3cnn(C4CN(C(=O)CN5CC(O)C5)C4)c3)cn3nccc23)cn1
CC(C)C[C@@H](C)n1cc(-c2nc(-c3cnn(C(CO)CO)c3)cn3nccc23)cn1,55.0,CC(C)C[C@@H](C)n1cc(-c2nc(-c3cnn(C(CO)CO)c3)cn3nccc23)cn1
Cn1cc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4C(=O)[C@H]3C[C@H]3F)n2)cn1,2459.0,Cn1cc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4C(=O)C3C[C@H]3F)n2)cn1
Cn1cc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4C(=O)NCC#N)n2)cn1,67.0,Cn1cc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4C(=O)NCC#N)n2)cn1
Cc1cnc(Nc2ccc(OCCO)nc2)nc1N1C[C@H]2[C@@H](C)[C@@]2(NC(=O)[C@H]2C[C@@H]2C#N)C1,147.0,Cc1cnc(Nc2ccc(OCCO)nc2)nc1N1C[C@H]2[C@@H](C)[C@@]2(NC(=O)C2C[C@@H]2C#N)C1
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)[C@H]2C[C@H](CC#N)C2)C1,607.0,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)[C@H]2C[C@H](CC#N)C2)C1
COCC/C(=N/O)NCc1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](CC#N)CC1,27.1,COCCC(=NO)NCc1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](CC#N)CC1
C[C@H](NC(=O)c1cnn2ccc(N3CCC[C@@H]3c3cncc(F)c3)nc12)C1CC1,759.0,C[C@H](NC(=O)c1cnn2ccc(N3CCC[C@@H]3c3cncc(F)c3)nc12)C1CC1
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)N2CC(C)(C#N)C2)C1,115.0,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)N2CC(C)(C#N)C2)C1
CC(C)(C#N)c1ccc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4C(=O)[C@@H]3CC3(F)F)n2)cn1,192.0,CC(C)(C#N)c1ccc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4C(=O)C3CC3(F)F)n2)cn1
